0	0.414495	0.415936	0.413185
1	0.414124	0.412244	0.411733
2	0.415997	0.413186	0.415101
3	0.416407	0.418801	0.417445
4	0.41756	0.41673	0.411371
5	0.413885	0.413871	0.414497
6	0.412309	0.408954	0.414457
7	0.409382	0.40917	0.41735
8	0.414918	0.408534	0.413344
9	0.413815	0.415187	0.41503
10	0.413181	0.413759	0.415095
11	0.411177	0.414929	0.413238
12	0.411869	0.412628	0.411329
13	0.412865	0.415563	0.414462
14	0.410649	0.421361	0.411126
15	0.410696	0.415833	0.411935
16	0.410266	0.41701	0.411398
17	0.415061	0.415355	0.41593
18	0.414015	0.414346	0.414498
19	0.412093	0.415832	0.416078
20	0.412045	0.417031	0.418803
21	0.413671	0.415469	0.415742
22	0.41059	0.415486	0.415437
23	0.414917	0.414728	0.416663
24	0.416446	0.416042	0.416811
25	0.422596	0.415159	0.412159
26	0.418821	0.415973	0.411239
27	0.419112	0.416033	0.409757
28	0.419771	0.417202	0.416554
29	0.419911	0.41636	0.416802
30	0.415795	0.412874	0.409161
31	0.414998	0.416545	0.412061
32	0.416878	0.414463	0.41757
33	0.407268	0.408805	0.415212
34	0.412933	0.418025	0.418285
35	0.417106	0.417798	0.418245
36	0.41494	0.414514	0.412691
37	0.414222	0.416772	0.416102
38	0.416487	0.411977	0.420013
39	0.415697	0.41989	0.415982
40	0.419113	0.416717	0.415655
41	0.414315	0.41577	0.413068
42	0.410945	0.415095	0.409326
43	0.415174	0.420341	0.414805
44	0.419697	0.416768	0.414712
45	0.417383	0.415762	0.413463
46	0.413145	0.415794	0.419207
47	0.414346	0.411871	0.415592
48	0.415851	0.411981	0.412341
49	0.415635	0.418152	0.41083
50	0.411996	0.415494	0.416754
51	0.409495	0.411159	0.414301
52	0.408769	0.413391	0.415528
53	0.411131	0.410818	0.409952
54	0.412592	0.409239	0.411117
55	0.417322	0.412133	0.414207
56	0.412269	0.419079	0.408341
57	0.411033	0.417697	0.40901
58	0.408415	0.423286	0.412954
59	0.413149	0.417768	0.419637
