0	0.0661374
1	0.0700484
2	0.10081
3	0.0974758
4	0.114527
5	0.08453
6	0.0608956
7	0.0831189
8	0.0484581
9	0.0532158
10	0.0488504
11	0.0707119
12	0.0682749
13	0.0752553
14	0.0683155
15	0.0494388
16	0.0312147
17	0.0266093
18	0.0225212
19	0.0219239
20	0.0458869
21	0.0243596
22	0.0192967
23	0.0170374
24	0.0200629
25	0.0139082
26	0.0116759
27	0.0139201
28	0.00982327
29	0.0040705
30	0.0170312
31	0.020185
32	0.0184921
33	0.00772862
34	0.00146426
35	0.0101729
36	0.00634636
37	0.00429683
38	0.00367352
39	0.00762715
40	0.0150039
41	0.0108977
42	0.0107113
43	0.0155646
44	0.00636503
45	0.00649786
46	0.00690929
47	0.0233028
48	0.0279289
49	0.0284035
50	0.0216147
51	0.00954184
52	0.0225372
53	0.0181873
54	0.0164515
55	0.0190499
56	0.0345389
57	0.030852
58	0.0375876
59	0.0661278
60	0.0495733
61	0.0208532
62	0.0229407
63	0.0133433
64	0.0200883
65	0.0136527
66	0.00660937
67	0.0018298
68	0.000256097
69	0.00202291
70	0.000132699
71	0.00210291
72	0.00460206
73	0.00248104
74	0.0173192
75	0.0272599
76	0.0211531
77	0.0257556
78	0.00651084
79	0.0179301
80	0.0206085
81	0.014614
82	0.0174154
83	0.0122229
84	0.00574936
85	0.0128891
86	0.0237596
87	0.026112
88	0.0285136
89	0.0334344
90	0.0135834
91	0.00506771
92	0.00637617
93	0.0164307
94	0.00900277
95	0.00580644
96	0.00588776
97	0.00926508
98	0.00454194
99	0.00498353
100	0.00731936
101	0.0131541
102	0.00104467
103	0.000431191
104	0.00100414
105	0.00754399
106	0.0148392
107	0.0118467
108	0.0128762
109	0.00907223
110	0.00190851
111	0.00358995
112	0.00481038
113	0.000683229
114	0.000977871
115	0.00390477
116	0.00250595
117	0.00159908
118	0.00149336
119	0.00248867
120	0.00723735
121	0.000160908
122	0.00212071
123	0.000906233
124	0.00103922
125	0.00203646
126	0.00141356
127	0.000928998
128	0.0108619
129	0.00870293
130	0.0123595
131	0.0101143
132	0.00442899
133	0.00147124
134	0.00439719
135	0.00372986
136	0.00342329
137	0.0147011
138	0.0143474
139	0.0258166
140	0.0161433
141	0.00990354
142	0.00898419
143	0.0177514
144	0.00758641
145	0.0110819
146	0.0178224
147	0.0253219
148	0.0161809
149	0.0123408
150	0.0183411
151	0.0148228
152	0.0139836
153	0.0149089
154	0.0186181
155	0.0260845
156	0.0136555
157	0.0083264
158	0.018054
159	0.0189349
160	0.0110963
161	0.0164245
162	0.00805929
163	0.0110617
164	0.0168542
165	0.0261763
166	0.0242615
167	0.0225295
168	0.0210542
169	0.0122608
170	0.0036544
171	0.005256
172	0.00658787
173	0.011264
174	0.0221958
175	0.0208987
176	0.0295751
177	0.0277401
178	0.0371716
179	0.0206984
180	0.0240269
181	0.0187641
182	0.00182175
183	0.00446959
184	0.00276642
185	0.00190612
186	0.00732278
187	0.0103954
188	0.0196883
189	0.0157762
190	0.026729
191	0.0233761
192	0.0209019
193	0.0248654
194	0.014305
195	0.00349775
196	0.00159535
197	0.000742029
198	0.00106558
199	0.00525918
200	0.00519484
201	0.00850543
202	0.009636
203	0.0170778
204	0.00553612
205	0.00696593
206	0.0140841
207	0.0133227
208	0.0127516
209	0.0125661
210	0.0126247
211	0.016461
212	0.0107644
213	0.0155032
214	0.00436732
215	0.0147215
216	0.0228046
217	0.03567
218	0.0338644
219	0.0196119
220	0.0367655
221	0.0265983
222	0.0345813
223	0.0204719
224	0.0330371
225	0.0526188
226	0.0209032
227	0.0131585
228	0.016277
229	0.0179794
230	0.0108853
231	0.0100507
232	0.013262
233	0.00191086
234	0.00584906
235	0.00774603
236	0.00807009
237	0.00378693
238	0.00401328
239	0.00491956
240	0.0020786
241	0.00103684
242	0.0118572
243	0.0189813
244	0.00268309
245	0.00432576
246	0.00305795
247	0.0141857
248	0.0138259
249	0.0083047
250	0.0205296
251	0.00764844
252	0.019497
253	0.0407872
254	0.0283298
255	0.0395671
256	0.0225691
257	0.0273233
258	0.0220119
259	0.031423
260	0.0297349
261	0.0482997
262	0.0388803
263	0.0162354
264	0.0237304
265	0.0241076
266	0.0160053
267	0.00419345
268	0.00842238
269	0.00735934
270	0.00182617
271	0.00353123
272	0.00666973
273	0.00278053
274	0.00286388
275	0.0027083
276	0.0159418
277	0.0125826
278	0.0159308
279	0.024285
280	0.0233737
281	0.0208496
282	0.0367206
283	0.0259912
284	0.0100806
285	0.0140066
286	0.0165451
287	0.0179748
288	0.0204956
289	0.0333491
290	0.0183338
291	0.0264739
292	0.0334226
293	0.0483663
294	0.0311373
295	0.0510162
296	0.0390047
297	0.0244418
298	0.0301194
299	0.030211
300	0.0327512
301	0.0423738
302	0.00526733
