0	0.393555	0.154885	0.0239895
1	0.388672	0.151066	0.0228209
2	0.402344	0.16188	0.0262053
3	0.399902	0.159922	0.025575
4	0.397949	0.158364	0.025079
5	0.382812	0.146545	0.0214756
6	0.411621	0.169432	0.0287072
7	0.419922	0.176334	0.0310938
8	0.40918	0.167428	0.0280321
9	0.405273	0.164247	0.0269769
10	0.414551	0.171852	0.0295332
11	0.405762	0.164643	0.0271072
12	0.42041	0.176745	0.0312387
13	0.421875	0.177979	0.0316764
14	0.424316	0.180044	0.032416
15	0.424805	0.180459	0.0325655
16	0.428711	0.183793	0.0337799
17	0.444336	0.197434	0.0389804
18	0.442383	0.195703	0.0382995
19	0.454102	0.206208	0.0425218
20	0.475586	0.226182	0.0511583
21	0.469727	0.220643	0.0486834
22	0.459961	0.211564	0.0447594
23	0.466797	0.217899	0.0474801
24	0.463867	0.215173	0.0462993
25	0.462402	0.213816	0.0457173
26	0.452637	0.20488	0.0419758
27	0.456055	0.207986	0.0432581
28	0.462402	0.213816	0.0457173
29	0.469727	0.220643	0.0486834
30	0.47168	0.222482	0.0494981
31	0.466797	0.217899	0.0474801
32	0.48584	0.23604	0.055715
33	0.473145	0.223866	0.0501159
34	0.479004	0.229445	0.0526449
35	0.492676	0.242729	0.0589176
36	0.503906	0.253922	0.0644761
37	0.47998	0.230381	0.0530755
38	0.491699	0.241768	0.0584518
39	0.480957	0.23132	0.0535088
40	0.481445	0.23179	0.0537264
41	0.481934	0.23226	0.0539447
42	0.477539	0.228044	0.0520039
43	0.464355	0.215626	0.0464946
44	0.46582	0.216989	0.047084
45	0.465332	0.216534	0.0468869
46	0.461426	0.212914	0.0453323
47	0.447754	0.200484	0.0401937
48	0.452148	0.204438	0.041795
49	0.463379	0.21472	0.0461047
50	0.457031	0.208878	0.0436298
51	0.45459	0.206652	0.042705
52	0.444824	0.197869	0.039152
53	0.470215	0.221102	0.0488861
54	0.462402	0.213816	0.0457173
55	0.461426	0.212914	0.0453323
56	0.460938	0.212463	0.0451407
57	0.466797	0.217899	0.0474801
58	0.459961	0.211564	0.0447594
59	0.45752	0.209324	0.0438166
60	0.470703	0.221561	0.0490895
61	0.46875	0.219727	0.0482798
62	0.476074	0.226647	0.0513687
63	0.500488	0.250489	0.0627445
64	0.490234	0.24033	0.0577584
65	0.499023	0.249024	0.0620131
66	0.494629	0.244658	0.0598574
67	0.505859	0.255894	0.0654816
68	0.505859	0.255894	0.0654816
69	0.509277	0.259363	0.0672694
70	0.490723	0.240809	0.0579888
71	0.492676	0.242729	0.0589176
72	0.493164	0.243211	0.0591515
73	0.487793	0.237942	0.0566164
74	0.486816	0.23699	0.0561644
75	0.48291	0.233202	0.0543833
76	0.482422	0.232731	0.0541637
77	0.48584	0.23604	0.055715
78	0.487305	0.237466	0.05639
79	0.481445	0.23179	0.0537264
80	0.490234	0.24033	0.0577584
81	0.494629	0.244658	0.0598574
82	0.485352	0.235566	0.0554914
83	0.482422	0.232731	0.0541637
84	0.491211	0.241288	0.05822
85	0.488281	0.238419	0.0568434
86	0.491699	0.241768	0.0584518
87	0.47168	0.222482	0.0494981
88	0.46582	0.216989	0.047084
89	0.470215	0.221102	0.0488861
90	0.469727	0.220643	0.0486834
91	0.46582	0.216989	0.047084
92	0.466309	0.217444	0.0472818
93	0.458984	0.210667	0.0443804
94	0.44043	0.193978	0.0376276
95	0.45166	0.203997	0.0416147
96	0.446777	0.19961	0.0398442
97	0.434082	0.188427	0.0355048
98	0.446289	0.199174	0.0396703
99	0.435547	0.189701	0.0359865
100	0.468262	0.219269	0.0480789
101	0.464355	0.215626	0.0464946
102	0.474609	0.225254	0.0507394
103	0.472656	0.223404	0.0499093
104	0.486328	0.236515	0.0559394
105	0.486328	0.236515	0.0559394
106	0.495605	0.245625	0.0603315
107	0.496094	0.246109	0.0605696
108	0.501953	0.251957	0.0634823
109	0.493164	0.243211	0.0591515
110	0.495605	0.245625	0.0603315
111	0.492676	0.242729	0.0589176
112	0.491699	0.241768	0.0584518
113	0.475098	0.225718	0.0509485
114	0.48584	0.23604	0.055715
115	0.493164	0.243211	0.0591515
116	0.488281	0.238419	0.0568434
117	0.496094	0.246109	0.0605696
118	0.496094	0.246109	0.0605696
119	0.492676	0.242729	0.0589176
120	0.488281	0.238419	0.0568434
121	0.5	0.25	0.0625
122	0.487305	0.237466	0.05639
123	0.483398	0.233674	0.0546036
124	0.469727	0.220643	0.0486834
125	0.46582	0.216989	0.047084
126	0.452637	0.20488	0.0419758
127	0.439941	0.193548	0.037461
128	0.442383	0.195703	0.0382995
129	0.452637	0.20488	0.0419758
130	0.447754	0.200484	0.0401937
131	0.462402	0.213816	0.0457173
132	0.458984	0.210667	0.0443804
133	0.446777	0.19961	0.0398442
134	0.446777	0.19961	0.0398442
135	0.436523	0.190553	0.0363103
136	0.447754	0.200484	0.0401937
137	0.469238	0.220185	0.0484812
138	0.441406	0.194839	0.0379624
139	0.447754	0.200484	0.0401937
140	0.45459	0.206652	0.042705
141	0.457031	0.208878	0.0436298
142	0.438477	0.192262	0.0369646
143	0.430176	0.185051	0.0342439
144	0.432129	0.186735	0.0348701
145	0.435547	0.189701	0.0359865
146	0.431152	0.185892	0.034556
147	0.442871	0.196135	0.0384689
148	0.433594	0.188004	0.0353453
149	0.427734	0.182957	0.0334732
150	0.425293	0.180874	0.0327154
151	0.41748	0.17429	0.030377
152	0.437988	0.191834	0.0368002
153	0.420898	0.177155	0.0313841
154	0.433594	0.188004	0.0353453
155	0.432617	0.187158	0.035028
156	0.412598	0.170237	0.0289806
157	0.402344	0.16188	0.0262053
158	0.395996	0.156813	0.0245903
159	0.410156	0.168228	0.0283007
160	0.42627	0.181706	0.033017
161	0.422363	0.178391	0.0318233
162	0.427246	0.182539	0.0333206
163	0.398438	0.158752	0.0252023
164	0.411621	0.169432	0.0287072
165	0.406738	0.165436	0.0273691
166	0.387207	0.149929	0.0224788
167	0.385742	0.148797	0.0221406
168	0.367676	0.135185	0.0182751
169	0.368652	0.135905	0.01847
170	0.367188	0.134827	0.0181782
171	0.354492	0.125665	0.0157916
172	0.372559	0.1388	0.0192654
173	0.369629	0.136626	0.0186665
174	0.370605	0.137348	0.0188646
175	0.375977	0.141358	0.0199822
176	0.368652	0.135905	0.01847
177	0.361328	0.130558	0.0170454
178	0.370117	0.136987	0.0187654
179	0.370605	0.137348	0.0188646
180	0.376465	0.141726	0.0200862
181	0.391113	0.15297	0.0233997
182	0.391113	0.15297	0.0233997
183	0.388184	0.150687	0.0227064
184	0.361328	0.130558	0.0170454
185	0.375	0.140625	0.0197754
186	0.369629	0.136626	0.0186665
187	0.361328	0.130558	0.0170454
188	0.35791	0.1281	0.0164095
189	0.37207	0.138436	0.0191646
190	0.371582	0.138073	0.0190642
191	0.385742	0.148797	0.0221406
192	0.370605	0.137348	0.0188646
193	0.385254	0.148421	0.0220287
194	0.39209	0.153734	0.0236343
195	0.378906	0.14357	0.0206123
196	0.370117	0.136987	0.0187654
197	0.375977	0.141358	0.0199822
198	0.396484	0.1572	0.0247118
199	0.384277	0.147669	0.0218062
200	0.390625	0.152588	0.0232831
201	0.388672	0.151066	0.0228209
202	0.388672	0.151066	0.0228209
203	0.380371	0.144682	0.0209329
204	0.37793	0.142831	0.0204007
205	0.377441	0.142462	0.0202954
206	0.37793	0.142831	0.0204007
207	0.38916	0.151446	0.0229358
208	0.388672	0.151066	0.0228209
209	0.386719	0.149551	0.0223656
210	0.378418	0.1432	0.0205063
211	0.378906	0.14357	0.0206123
212	0.368164	0.135545	0.0183724
213	0.363281	0.131973	0.0174169
214	0.358887	0.1288	0.0165894
215	0.363281	0.131973	0.0174169
216	0.349609	0.122227	0.0149394
217	0.342773	0.117494	0.0138048
218	0.352539	0.124284	0.0154465
219	0.353516	0.124973	0.0156183
220	0.358887	0.1288	0.0165894
221	0.365234	0.133396	0.0177945
222	0.355469	0.126358	0.0159664
223	0.342285	0.117159	0.0137263
224	0.339844	0.115494	0.0133388
225	0.33252	0.110569	0.0122256
226	0.328125	0.107666	0.011592
227	0.337891	0.11417	0.0130348
228	0.331055	0.109597	0.0120115
229	0.323242	0.104486	0.0109172
230	0.333984	0.111546	0.0124424
231	0.320312	0.1026	0.0105268
232	0.339355	0.115162	0.0132623
233	0.342773	0.117494	0.0138048
234	0.333496	0.11122	0.0123698
235	0.340332	0.115826	0.0134156
236	0.341309	0.116492	0.0135703
237	0.338867	0.114831	0.0131862
238	0.32959	0.108629	0.0118004
239	0.335449	0.112526	0.0126621
240	0.324707	0.105435	0.0111165
241	0.329102	0.108308	0.0117306
242	0.329102	0.108308	0.0117306
243	0.330078	0.108952	0.0118704
244	0.329102	0.108308	0.0117306
245	0.324707	0.105435	0.0111165
246	0.32666	0.106707	0.0113864
247	0.325195	0.105752	0.0111835
248	0.317383	0.100732	0.0101469
249	0.302734	0.0916481	0.00839937
250	0.322754	0.10417	0.0108514
251	0.306641	0.0940285	0.00884135
252	0.316895	0.100422	0.0100846
253	0.332031	0.110245	0.0121539
254	0.335938	0.112854	0.012736
255	0.334473	0.111872	0.0125153
256	0.33252	0.110569	0.0122256
257	0.317871	0.101042	0.0102095
258	0.34082	0.116158	0.0134928
259	0.320801	0.102913	0.0105911
260	0.317383	0.100732	0.0101469
261	0.3125	0.0976562	0.00953674
262	0.302734	0.0916481	0.00839937
263	0.297363	0.0884249	0.00781897
264	0.325684	0.10607	0.0112508
