0	-0.0447404	0.0971882	-0.0124451	-0.134847	0.00536338
1	-0.0444943	0.098436	-0.012666	-0.135756	0.00549127
2	-0.0442693	0.0971782	-0.0124078	-0.1345	0.00546066
3	-0.0444718	0.096905	-0.0122811	-0.134672	0.00557588
4	-0.0443368	0.0964549	-0.0122324	-0.134063	0.00550406
5	-0.044447	0.0979355	-0.0124277	-0.135316	0.00536078
6	-0.0450524	0.0978194	-0.0126805	-0.13542	0.00522836
7	-0.0451458	0.0989024	-0.0128596	-0.136443	0.00525439
8	-0.0449353	0.0986841	-0.0127398	-0.136122	0.00524208
9	-0.0444532	0.0985718	-0.0126622	-0.135791	0.00542831
10	-0.0447099	0.0979415	-0.012725	-0.135336	0.00540973
11	-0.0447427	0.0979396	-0.0125752	-0.13546	0.00535261
12	-0.0446973	0.0995816	-0.0128882	-0.136833	0.00544275
13	-0.0446611	0.0991898	-0.0126496	-0.136667	0.00546596
14	-0.0450705	0.0976015	-0.0126717	-0.135388	0.00538733
15	-0.0449692	0.0983194	-0.0128142	-0.135804	0.00532928
16	-0.0447978	0.098934	-0.0126642	-0.136434	0.00536591
17	-0.0452748	0.0986813	-0.0129859	-0.136174	0.00520337
18	-0.0450985	0.098833	-0.0129183	-0.136194	0.00518067
19	-0.0455884	0.0992142	-0.013257	-0.136727	0.00518185
20	-0.0460255	0.0991758	-0.0134204	-0.137009	0.00522769
21	-0.0456489	0.0989494	-0.0133536	-0.136497	0.00525227
22	-0.0455824	0.0995075	-0.0135082	-0.136878	0.00529601
23	-0.046255	0.099799	-0.0137228	-0.137535	0.00520333
24	-0.045943	0.100017	-0.0135204	-0.137587	0.00514706
25	-0.0460361	0.099146	-0.0134261	-0.136846	0.00508962
26	-0.0456768	0.100047	-0.0134483	-0.137451	0.0051746
27	-0.04552	0.0994698	-0.013277	-0.136764	0.00505098
28	-0.0454933	0.0997577	-0.0135252	-0.136937	0.00521117
29	-0.0457475	0.100192	-0.0133276	-0.137596	0.00498341
30	-0.0455015	0.100254	-0.013303	-0.137716	0.00526307
31	-0.0451386	0.0992668	-0.0130397	-0.136634	0.00526866
32	-0.0456052	0.0997745	-0.0132442	-0.137171	0.00503503
33	-0.0455738	0.0992249	-0.0132795	-0.136742	0.00522312
34	-0.0455073	0.0993918	-0.0132928	-0.136874	0.00526773
35	-0.0458014	0.0996476	-0.0133366	-0.137386	0.00527363
36	-0.0454683	0.0997388	-0.0133075	-0.137085	0.00518522
37	-0.0455325	0.0996357	-0.0132915	-0.137038	0.00516177
38	-0.0458464	0.0999804	-0.0134942	-0.13734	0.00500713
39	-0.0456641	0.0990422	-0.0131792	-0.136641	0.0051142
40	-0.0453036	0.0988344	-0.0130868	-0.136329	0.0052775
41	-0.0455623	0.098818	-0.013268	-0.136499	0.00538718
42	-0.0451741	0.100093	-0.0132543	-0.137293	0.00528107
43	-0.0451724	0.099858	-0.0132509	-0.137145	0.00536563
44	-0.0454973	0.100163	-0.0134087	-0.13754	0.00528878
45	-0.0455529	0.0998431	-0.0134444	-0.137085	0.00513356
46	-0.0454375	0.0996196	-0.0132615	-0.13706	0.00526408
47	-0.0451638	0.099841	-0.0131684	-0.137181	0.00534498
48	-0.0450078	0.0995713	-0.0131177	-0.136862	0.0054003
49	-0.0452536	0.0996412	-0.0131553	-0.13703	0.00529081
50	-0.0453741	0.098538	-0.0130946	-0.136168	0.00535026
51	-0.0457354	0.0992295	-0.0133056	-0.136839	0.00517998
52	-0.0451931	0.099255	-0.0130926	-0.136827	0.00547161
53	-0.0451579	0.0992867	-0.0131294	-0.136726	0.00541062
54	-0.0455239	0.0988866	-0.0132173	-0.136449	0.00525591
55	-0.0453111	0.0994067	-0.013042	-0.13691	0.00523433
56	-0.0454464	0.0985607	-0.0130747	-0.136185	0.00525217
57	-0.0451909	0.0990274	-0.0131233	-0.136484	0.00538872
58	-0.0453983	0.0993551	-0.0131529	-0.136947	0.00534685
59	-0.0453573	0.0986414	-0.0130143	-0.136154	0.00516998
60	-0.0450981	0.0998743	-0.0131644	-0.136983	0.0051751
61	-0.0455881	0.0997513	-0.013364	-0.13722	0.00524426
62	-0.0455652	0.0981675	-0.0131194	-0.135728	0.00511434
63	-0.0456411	0.0994891	-0.0133665	-0.136938	0.00517392
64	-0.045482	0.0999922	-0.0133353	-0.137409	0.00527032
65	-0.045552	0.0995587	-0.0135064	-0.136891	0.00528659
66	-0.0454695	0.099025	-0.0131735	-0.136498	0.00517719
67	-0.0456663	0.098763	-0.0135656	-0.136066	0.00520221
68	-0.0463311	0.0999504	-0.0137683	-0.137559	0.00504625
69	-0.0461419	0.0995987	-0.0136477	-0.1372	0.00510666
70	-0.0458398	0.100183	-0.0136738	-0.137459	0.00511103
71	-0.0462971	0.0999089	-0.0138445	-0.137468	0.00510615
72	-0.045943	0.09931	-0.0135593	-0.136863	0.00516942
73	-0.0459416	0.0994649	-0.0134981	-0.137086	0.00517795
74	-0.0452531	0.100209	-0.0133833	-0.137308	0.00522891
75	-0.0459668	0.0987874	-0.013267	-0.136612	0.00512489
76	-0.0459017	0.0988166	-0.0133322	-0.13659	0.005204
77	-0.0455511	0.0985077	-0.0133145	-0.136076	0.00533147
78	-0.0453678	0.0985533	-0.0130387	-0.136261	0.00537841
79	-0.0452942	0.0996996	-0.0132199	-0.137129	0.00535527
80	-0.0459809	0.0990211	-0.0134179	-0.136879	0.00529475
81	-0.045314	0.0992351	-0.0133138	-0.136647	0.00541155
82	-0.0454281	0.0994425	-0.0133449	-0.13693	0.00540408
83	-0.045692	0.0991654	-0.0133918	-0.136561	0.00509513
84	-0.0459429	0.0996447	-0.0135947	-0.137199	0.00520645
85	-0.0459427	0.099768	-0.013488	-0.137385	0.00516233
86	-0.0460256	0.0997452	-0.0136007	-0.137405	0.00523448
87	-0.0454575	0.100052	-0.0133806	-0.137473	0.00534421
88	-0.0458047	0.0988028	-0.0133721	-0.136438	0.00520305
89	-0.0457291	0.099164	-0.0133253	-0.136907	0.00533961
90	-0.045322	0.0993448	-0.0132741	-0.136683	0.00528974
91	-0.0455016	0.099433	-0.0132879	-0.136936	0.00528884
92	-0.0458954	0.0992124	-0.0134177	-0.136964	0.00527422
93	-0.0457516	0.0993871	-0.013442	-0.136876	0.00517963
94	-0.0456209	0.0998135	-0.0132553	-0.137257	0.00507744
95	-0.0455318	0.099364	-0.0132261	-0.136785	0.00511553
96	-0.0454745	0.100364	-0.0135246	-0.137695	0.00538087
97	-0.0456356	0.0994294	-0.0133676	-0.136884	0.00518627
98	-0.0455712	0.099091	-0.0131837	-0.136582	0.00510347
99	-0.0455548	0.0988554	-0.0131381	-0.136347	0.00507478
100	-0.045403	0.0985622	-0.0131519	-0.136042	0.00522889
101	-0.0455527	0.0988774	-0.0132938	-0.136409	0.00527272
102	-0.0461971	0.0997614	-0.0137895	-0.137301	0.00513146
103	-0.0460319	0.10009	-0.0136235	-0.137491	0.00499262
104	-0.0461855	0.100319	-0.0137959	-0.137917	0.00520914
105	-0.0459624	0.0999709	-0.0135258	-0.137681	0.00527351
106	-0.0461555	0.0998073	-0.0137211	-0.13727	0.00502862
107	-0.0459458	0.100134	-0.0137317	-0.13759	0.0052413
108	-0.0462532	0.0994009	-0.0137502	-0.136953	0.00504934
109	-0.0461337	0.0991264	-0.0136019	-0.136704	0.00504572
110	-0.0460148	0.0992573	-0.0135431	-0.136877	0.00514774
111	-0.0454478	0.099773	-0.0134827	-0.137088	0.00534941
112	-0.0457084	0.0995013	-0.0135128	-0.136922	0.00522459
113	-0.0458619	0.0991921	-0.0134767	-0.136679	0.00510191
114	-0.0457153	0.0995915	-0.0134502	-0.13707	0.00521389
115	-0.0455427	0.0999715	-0.0135858	-0.137245	0.00531617
116	-0.0459192	0.0997308	-0.0135897	-0.137206	0.00514603
117	-0.0454979	0.0998844	-0.0134566	-0.13717	0.00524476
118	-0.0456603	0.0992888	-0.013451	-0.136731	0.00523276
119	-0.0461533	0.0998697	-0.0136707	-0.137555	0.00520254
120	-0.0453326	0.0995469	-0.0132628	-0.136836	0.00521911
121	-0.0453338	0.0988338	-0.0131141	-0.136305	0.00525191
122	-0.0449026	0.0988919	-0.0130277	-0.136079	0.00531237
123	-0.0450779	0.0987092	-0.0129939	-0.135999	0.00520562
124	-0.0449081	0.0981202	-0.012903	-0.135557	0.00543179
125	-0.0451479	0.0987065	-0.0130625	-0.136073	0.00528125
126	-0.0451063	0.0986168	-0.012906	-0.136157	0.00533939
127	-0.0451803	0.0982771	-0.0128904	-0.135838	0.00527112
128	-0.0453283	0.0990246	-0.0131229	-0.136647	0.00541744
129	-0.0453954	0.0992315	-0.013099	-0.136699	0.00517066
130	-0.0453512	0.0986678	-0.0130701	-0.136252	0.00530325
131	-0.045471	0.0988759	-0.013079	-0.136446	0.00517832
132	-0.0450773	0.0981373	-0.0128272	-0.135759	0.00537192
133	-0.0450517	0.0979587	-0.0128795	-0.135337	0.00520561
134	-0.0451228	0.0989133	-0.0128476	-0.136524	0.00533596
135	-0.0453391	0.0985109	-0.0129182	-0.136262	0.00532996
136	-0.0449835	0.0984628	-0.0128318	-0.135988	0.00537325
137	-0.0452251	0.0980812	-0.0129848	-0.135676	0.00535421
138	-0.0447694	0.0988203	-0.012739	-0.136279	0.00542835
139	-0.0452216	0.0984146	-0.0128702	-0.135977	0.00521072
140	-0.045165	0.098027	-0.0128428	-0.135604	0.0052546
141	-0.0451325	0.0988781	-0.0128949	-0.136466	0.00535048
142	-0.0444329	0.099148	-0.0125135	-0.13654	0.00547262
143	-0.0446954	0.0987364	-0.0127628	-0.136091	0.00542223
144	-0.0448989	0.0990767	-0.0128386	-0.136436	0.00529869
145	-0.0450815	0.0989262	-0.0128437	-0.136376	0.0052117
146	-0.0452184	0.098532	-0.0129156	-0.136014	0.00517874
147	-0.0452604	0.098912	-0.0129673	-0.136519	0.00531371
148	-0.0451888	0.0989073	-0.0127988	-0.136579	0.00528217
149	-0.0448668	0.0986178	-0.0126748	-0.13624	0.00543032
150	-0.0450303	0.0984346	-0.0126683	-0.136175	0.00537872
151	-0.0449448	0.0981471	-0.0126032	-0.135785	0.00529637
152	-0.0448095	0.0983633	-0.0127624	-0.135778	0.00536755
153	-0.0446462	0.0977439	-0.0126446	-0.135348	0.00560295
154	-0.045081	0.0997421	-0.0130406	-0.137159	0.00537605
155	-0.0446074	0.0996764	-0.0128626	-0.137	0.00557901
156	-0.0441494	0.0988251	-0.0124191	-0.13601	0.00545433
157	-0.0442978	0.0990737	-0.0124552	-0.136414	0.00549756
158	-0.0445378	0.0995241	-0.0125034	-0.137076	0.00551784
